query_start_ts,query_end_ts,query_id,query_text
2023-01-01 00:00:10,2023-01-01 00:00:20,system_0,"select checksum(*) FROM uservisits;"
2023-01-01 00:00:21,2023-01-01 00:00:30,system_1,"select checksum(*) FROM rankings;"
2023-01-01 11:00:49,2023-01-01 11:00:50,app_q1,"SELECT visitdate, sourceip, adrevenue 
FROM uservisits 
WHERE (visitdate BETWEEN '1982-10-05' AND '1982-10-19')
AND sourceip IN ('71.66.154.126')
AND countrycode = 'EGY';"
2023-01-01 11:00:59,2023-01-01 11:01:00,app_q2,"with desktop as ( 
            select 
            date_trunc('month', visitdate) as year_month_day,
            sourceip,
            countrycode, 
            count(*) as visits,
            sum(adrevenue) as adrevenue, 
            count(distinct languagecode)  as languagecode, 
            max(length(searchword)) as searchwordlength,
            sum(duration) as time_on_site
            from uservisits
            where sourceip in ('99.99.96.94')
            and countrycode < 'zzz'
            and visitdate between '1980-02-17' and '1980-02-22'
            and useragent = 'Nddrtrgdepophmckxlcp/2.8'
            group by sourceip,countrycode,year_month_day), 
 mobile as (
            select 
            date_trunc('month', visitdate) as year_month_day,
            sourceip,
            countrycode, 
            count(*) as visits,
            sum(adrevenue) as adrevenue, 
            count(distinct languagecode)  as languagecode, 
            max(length(searchword)) as searchwordlength,
            sum(duration) as time_on_site
            from uservisits
            where sourceip in ('1.0.108.16')
            and countrycode < 'zzz'
            and visitdate between '1980-02-17' and '1980-02-22'
            and useragent = 'Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)'
            group by sourceip,countrycode,year_month_day)
select 
    COALESCE(desktop.year_month_day,mobile.year_month_day) as year_month_day,
    COALESCE(desktop.sourceip,mobile.sourceip) as site,
    COALESCE(desktop.countrycode,mobile.countrycode) as countrycode,
    COALESCE(desktop.visits,0) + COALESCE(mobile.visits,0) as visits,
    COALESCE(desktop.adrevenue,0)+ COALESCE(mobile.adrevenue,0) as page_views,
    COALESCE(desktop.searchwordlength,0) + COALESCE(mobile.searchwordlength,0) as searchwordlength,
    COALESCE(desktop.time_on_site,0) + COALESCE(mobile.time_on_site,0) as time_on_site
from desktop
full outer join mobile on 
mobile.year_month_day = desktop.year_month_day AND
mobile.sourceip = desktop.sourceip AND
mobile.countrycode = desktop.countrycode
;"
2023-01-01 11:01:09,2023-01-01 11:01:10,app_q3,"SELECT languagecode,
    MAX(visitdate) AS visitdate,
    ARRAY_JOIN(ARRAY_AGG(countrycode), ',') AS countrycode
FROM uservisits
WHERE sourceip = '23.232.221.175' and visitdate between '1982-10-05' and '1982-10-06'
GROUP BY languagecode;"
2023-01-01 11:01:19,2023-01-01 11:01:20,app_q4,"SELECT *
FROM uservisits
WHERE sourceip = '222.63.178.183' and visitdate between '1982-10-05' and '1982-10-06';"
2023-01-01 11:01:29,2023-01-01 11:01:30,app_q5,"WITH filtered_uservisits AS( SELECT *     
  FROM uservisits     
  WHERE visitdate between '1970-01-01' and '1970-01-02') 
  SELECT allowed_records.destinationurl, COUNT(*) OVER () as total_uservisits_count 
  FROM filtered_uservisits JOIN ( SELECT destinationurl 
                                FROM filtered_uservisits 
                                ORDER BY duration DESC LIMIT 100 ) AS allowed_records ON allowed_records.destinationurl = filtered_uservisits.destinationurl 
  ORDER BY adrevenue desc LIMIT 20 OFFSET 0;"
2023-01-01 11:01:39,2023-01-01 11:01:40,app_q6,"SELECT COUNT(*) as c FROM uservisits WHERE sourceip = '52.102.108.201' and visitdate = '1971-09-03';"
2023-01-01 11:01:49,2023-01-01 11:01:50,app_q7,"SELECT max(visitdate) as latest_visit
FROM uservisits
WHERE (visitdate >= '1971-09-03' AND visitdate <= DATE_ADD('DAY', 1, '1971-09-03'));"
2023-01-01 11:01:59,2023-01-01 11:02:00,app_q8,"SELECT date_trunc('month', visitdate) as year_month_day,
COALESCE(SUM(duration), 0) as installs,
COALESCE(SUM(length(searchword)), 0) as billingCost,
SUM(CASE WHEN adrevenue <= 1.5 THEN duration ELSE 0 END) as revenueD7
FROM uservisits
WHERE (visitdate >= '1971-09-03' AND visitdate <= DATE_ADD('DAY', 1, '1971-09-03'))
        AND languagecode IN ('PER-ES','ARG-ES','SGP-ZH','CRI-ES','NZL-EN','GRC-DE','PER-ES','SVN-SL')
GROUP BY 1
ORDER BY 1;"
2023-01-01 11:02:09,2023-01-01 11:02:10,app_q9,"SELECT destinationurl
from uservisits
where adrevenue between 0.15833622633632996 and 0.9281767108678773 and visitdate between '1970-01-01' and '1970-01-07'
group by destinationurl having count(*) > 100;"
2023-01-01 11:02:15,2023-01-01 11:02:16,app_q10,"with busiest_days as (
  select visitdate, count(*)
  from uservisits
  group by 1
  order by 2 desc
  limit 91
)
select countrycode, avg(length(searchword))
from uservisits
where visitdate in (select visitdate from busiest_days)
group by countrycode;"
2023-01-01 11:02:19,2023-01-01 11:02:20,app_q11,"SELECT searchword, useragent, languagecode
from uservisits 
where countrycode = 'PAN'
  and visitdate = '1971-09-03'
  and searchword in ('sxmtgekwngjwyjerk','jamyfanaoacldwi','hucii','xrlxwsikfsbuf','wubrrjursvtqteia','jfkjvramnrvuyp')
Limit 65;"
