query_start_ts,query_end_ts,query_id,query_text
2023-01-01 11:00:49,2023-01-01 11:00:50,app_q1_1,"SELECT visitdate, sourceip, adrevenue 
FROM uservisits 
WHERE (visitdate BETWEEN '2007-06-09' AND '2007-06-23')
AND sourceip IN ('52.129.30.158')
AND countrycode = 'THA';"
2023-01-01 11:00:59,2023-01-01 11:01:00,app_q2_1,"with desktop as ( 
            select 
            date_trunc('month', visitdate) as year_month_day,
            sourceip,
            countrycode, 
            count(*) as visits,
            sum(adrevenue) as adrevenue, 
            count(distinct languagecode)  as languagecode, 
            max(length(searchword)) as searchwordlength,
            sum(duration) as time_on_site
            from uservisits
            where sourceip in ('99.99.144.25')
            and countrycode < 'zzz'
            and visitdate between '1971-10-14' and '1971-10-19'
            and useragent = 'Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)'
            group by sourceip,countrycode,year_month_day), 
 mobile as (
            select 
            date_trunc('month', visitdate) as year_month_day,
            sourceip,
            countrycode, 
            count(*) as visits,
            sum(adrevenue) as adrevenue, 
            count(distinct languagecode)  as languagecode, 
            max(length(searchword)) as searchwordlength,
            sum(duration) as time_on_site
            from uservisits
            where sourceip in ('1.100.50.61')
            and countrycode < 'zzz'
            and visitdate between '1971-10-14' and '1971-10-19'
            and useragent = 'Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1)'
            group by sourceip,countrycode,year_month_day)
select 
    COALESCE(desktop.year_month_day,mobile.year_month_day) as year_month_day,
    COALESCE(desktop.sourceip,mobile.sourceip) as site,
    COALESCE(desktop.countrycode,mobile.countrycode) as countrycode,
    COALESCE(desktop.visits,0) + COALESCE(mobile.visits,0) as visits,
    COALESCE(desktop.adrevenue,0)+ COALESCE(mobile.adrevenue,0) as page_views,
    COALESCE(desktop.searchwordlength,0) + COALESCE(mobile.searchwordlength,0) as searchwordlength,
    COALESCE(desktop.time_on_site,0) + COALESCE(mobile.time_on_site,0) as time_on_site
from desktop
full outer join mobile on 
mobile.year_month_day = desktop.year_month_day AND
mobile.sourceip = desktop.sourceip AND
mobile.countrycode = desktop.countrycode
;"
2023-01-01 11:01:09,2023-01-01 11:01:10,app_q3_1,"SELECT languagecode,
    MAX(visitdate) AS visitdate,
    ARRAY_JOIN(ARRAY_AGG(countrycode), ',') AS countrycode
FROM uservisits
WHERE sourceip = '115.33.228.178' and visitdate between '1992-04-05' and '1992-04-06'
GROUP BY languagecode;"
2023-01-01 11:01:19,2023-01-01 11:01:20,app_q4_1,"SELECT *
FROM uservisits
WHERE sourceip = '1.7.90.218' and visitdate between '1995-01-07' and '1995-01-08';"
2023-01-01 11:01:29,2023-01-01 11:01:30,app_q5_1,"WITH filtered_uservisits AS( SELECT *     
  FROM uservisits     
  WHERE visitdate between '1970-07-31' and '1970-08-01') 
  SELECT allowed_records.destinationurl, COUNT(*) OVER () as total_uservisits_count 
  FROM filtered_uservisits JOIN ( SELECT destinationurl 
  							FROM filtered_uservisits 
  							ORDER BY duration DESC LIMIT 100 ) AS allowed_records ON allowed_records.destinationurl = filtered_uservisits.destinationurl 
  ORDER BY adrevenue desc LIMIT 20 OFFSET 0;"
2023-01-01 11:01:39,2023-01-01 11:01:40,app_q6_1,SELECT COUNT(*) as c FROM uservisits WHERE sourceip = '192.236.189.108' and visitdate = '2002-09-07';
2023-01-01 11:01:49,2023-01-01 11:01:50,app_q7_1,"SELECT max(visitdate) as latest_visit
FROM uservisits
WHERE (visitdate >= '2006-10-27' AND visitdate <= DATE_ADD('DAY', 1, '2006-10-27'));"
2023-01-01 11:01:59,2023-01-01 11:02:00,app_q8_1,"SELECT date_trunc('month', visitdate) as year_month_day,
COALESCE(SUM(duration), 0) as installs,
COALESCE(SUM(length(searchword)), 0) as billingCost,
SUM(CASE WHEN adrevenue <= 1.5 THEN duration ELSE 0 END) as revenueD7
FROM uservisits
WHERE (visitdate >= '2001-08-03' AND visitdate <= DATE_ADD('DAY', 1, '2001-08-03'))
        AND languagecode IN ('ECU-ES','SLV-ES','BOL-ES','PRT-PT','JOR-AR','BGR-BG','BIH-SR','USA-ES')
GROUP BY 1
ORDER BY 1;"
2023-01-01 11:02:09,2023-01-01 11:02:10,app_q9_1,"select destinationurl
from uservisits
where adrevenue between 0.23470369538458546 and 0.417170760884929 and visitdate between '2003-02-13' and '2003-02-19'
group by destinationurl having count(*) > 100;"
2023-01-01 11:02:15,2023-01-01 11:02:16,app_q10_1,"with busiest_days as (
  select visitdate, count(*)
  from uservisits
  group by 1
  order by 2 desc
  limit 65
)
select countrycode, avg(length(searchword))
from uservisits
where visitdate in (select visitdate from busiest_days)
group by countrycode;"
